"UniqueKey","RECSTATUS","GlobalRecordId","FirstSaveLogonName","FirstSaveTime","LastSaveLogonName","LastSaveTime","FKEY","group_order","study_id_expo","trial_expo","active_igredient","order_active_ingredient","selectioncriteria","ABtradename","Frequency_of_administration","Intervaldays","TSactiveingredient","Ts_Conc","TstradeName","Administrationregime","ABpreparation","TSprepration","Concentration","Route","TS","More","PICO12","PICO34","PICO5","TeatpreparationbeforeDCTinfusion1","DepthofinsertionofDCTsyringecannula","TeatsprayordippingafterDCTinfusion"
180,1,59ce6805-ae4f-470f-89ef-b63f26f1df2f,ADDS\mafifi,5/13/2019 8:07:22 AM,ADDS\mafifi,5/13/2019 8:07:22 AM,30f720bd-af2d-4325-a419-87ca8d7f0964,3,196,4,Penicillin+ Penethamate+Neomycin,3_Penicillin+ Penethamate+Neomycin,,,,,,,,,,,,,False,"procaine penicillin G 400,000 i.u.j + penethamate hydriodide 100 + and neomycin sulphate 100 mg",Not-used,Not-used,Control,Not-reported,Not-reported,
181,1,87023eac-d197-494d-802a-c2022dbb9359,ADDS\mafifi,5/13/2019 8:07:34 AM,ADDS\mafifi,5/13/2019 8:07:34 AM,30f720bd-af2d-4325-a419-87ca8d7f0964,4,196,4,Penicillin+ Penethamate+Neomycin,4_Penicillin+ Penethamate+Neomycin,,,,,,,,,,,,,False,,,,,,,
182,1,a3bf7bb9-bfa7-4e61-ad05-254e1ddfb490,ADDS\mafifi,5/19/2019 7:04:23 PM,ADDS\mafifi,7/10/2019 1:44:49 AM,6359db06-b692-4271-80ae-b824521056e4,1,23,1,Pen+strept,1_Pen+strept,,Juvanesta Comp,4,1,,,,Blanket,Commercial,,300300,Intra-mammary,False,300.000 IU benzylpenicillin (aeqv. Penethamate hydriodide BAN 300 mg) + 300 mg dihydrostreptomycin ,Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
183,1,fdeaaaa0-b9cc-411d-bbc1-2f06eee3cab8,ADDS\mafifi,5/19/2019 7:13:09 PM,ADDS\mafifi,7/10/2019 1:42:12 AM,6359db06-b692-4271-80ae-b824521056e4,2,23,1,Pen+strept,2_Pen+strept,,Siccalactin Vet,1,,,,,Blanket,Commercial,,200400,Intra-mammary,False,200.000 IU penicillinbenzatin +  400 mg dihydrostreptomycin,Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
184,1,0a7e2648-ec54-4a71-aaf8-47a8b30b9c70,ADDS\mafifi,5/19/2019 7:15:20 PM,ADDS\mafifi,7/10/2019 1:42:14 AM,6359db06-b692-4271-80ae-b824521056e4,3,23,1,PenicillinG,3_PenicillinG,,Mastipen,4,1,,,,Blanket,Commercial,,300,Intra-mammary,False,"300.000 IU procainpenicillin (VetPharma AS). 
",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
185,1,303607ab-d7be-4def-b1fb-d57a56e4ab19,ADDS\mafifi,5/21/2019 11:54:57 AM,ADDS\mafifi,5/21/2019 12:41:06 PM,d5627d5f-844c-4842-96b9-e452ff644a60,1,508,1,Cloxa,1_Cloxa,,Orbenin-DC,3,7,,,,Blanket,Commercial,,500,Intra-mammary,False,"Orbenin-DC, 500 mg/tube, Beecham Laboratories, Bristol, TN.",Treatment,Not-used,Not-used,Yes,Not-reported,Not-reported
186,1,b63b85e1-b92c-45e9-b80c-931434b813b1,ADDS\mafifi,5/21/2019 11:57:11 AM,ADDS\mafifi,5/21/2019 12:27:54 PM,d5627d5f-844c-4842-96b9-e452ff644a60,2,508,1,Cloxa,2_Cloxa,,Orbenin-DC,1,,,,,Blanket,Commercial,,500,Intra-mammary,False,,Treatment,Not-used,Not-used,Yes,Not-reported,Not-reported
187,1,31327f42-44e3-47b3-b4c6-689b1bf26aa8,ADDS\mafifi,5/21/2019 11:57:22 AM,ADDS\mafifi,5/21/2019 12:32:05 PM,d5627d5f-844c-4842-96b9-e452ff644a60,3,508,1,-ve control,3_-ve control,,,,,,,,,,,,,False,,Control,Not-used,Not-used,Yes,Not-reported,Not-reported
188,1,6cd51e45-55b8-4c54-9984-82d8ba89db4a,ADDS\mafifi,5/21/2019 1:05:36 PM,ADDS\mafifi,5/21/2019 1:05:36 PM,c66a57fa-a76f-42eb-8c62-1aed597e9b85,1,583,1,Cloxa,1_Cloxa,,,,,,,,,,,,,False,,,,,,,
189,1,7d01e202-4b23-4aa7-b209-f196bec758d8,ADDS\mafifi,5/27/2019 1:46:38 PM,ADDS\mafifi,5/27/2019 1:52:43 PM,a708f5c1-c94d-4ca7-a95e-658ae96f7aaf,1,329,1,Cloxa,1_Cloxa,SCC,,,,,,,Selective,,,,,False,,,,,,,
190,1,0f7c15c6-5b84-40cf-907b-23bc75182b71,ADDS\mafifi,5/27/2019 1:47:17 PM,ADDS\mafifi,5/27/2019 1:47:17 PM,a708f5c1-c94d-4ca7-a95e-658ae96f7aaf,2,329,1,Spiramycin+Neomycin,2_Spiramycin+Neomycin,,,,,,,,,,,,,True,,,,,,,
191,1,0a189c90-2c06-4dee-a9df-5ad57be1ff92,ADDS\mafifi,6/2/2019 2:27:35 AM,ADDS\mafifi,6/2/2019 2:41:41 AM,a3592e3f-dedb-403b-9506-05c5e702f9b8,1,719,1,Placebo,1_Placebo,,,,,,,,,,,,,False,,Control,Not-used,Not-used,Not-reported,Not-reported,Not-reported
192,1,385eb354-08b5-495a-bbad-b83a2928b125,ADDS\mafifi,6/2/2019 2:29:16 AM,ADDS\mafifi,6/10/2019 1:35:28 AM,a3592e3f-dedb-403b-9506-05c5e702f9b8,2,719,1,Novobiocin,2_Novobiocin,,,1,,,,,Blanket,Experimental,,50,Intra-mammary,False,,Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
193,1,616c0526-253b-4820-a4c6-0163d7fd4690,ADDS\mafifi,6/2/2019 2:29:41 AM,ADDS\mafifi,6/10/2019 1:43:28 AM,a3592e3f-dedb-403b-9506-05c5e702f9b8,3,719,1,Novobiocin,3_Novobiocin,,,1,,,,,Blanket,Experimental,,400,Intra-mammary,False,,Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
194,1,09aeaa7d-67cd-4878-8be6-327b5c813586,ADDS\mafifi,6/10/2019 1:51:56 AM,ADDS\mafifi,6/10/2019 2:14:42 AM,e2267090-8c38-4a4a-a385-7fdd92c9488f,1,667,1,Norfloxacin,1_Norfloxacin,,Quinabic,1,,,,,Blanket,Commercial,,10,SC,False," Quinabic"", Abic Ltd., Netanya, Israel
",Treatment,Not-used,Not-used,Not-reported,,Not-reported
195,1,3b878de6-e002-4385-936e-f22744242988,ADDS\mafifi,6/10/2019 1:58:47 AM,ADDS\mafifi,6/10/2019 2:17:06 AM,e2267090-8c38-4a4a-a385-7fdd92c9488f,2,667,1,Oxytetracycline,2_Oxytetracycline,,Engemycin,1,,,,,Blanket,Commercial,,,IM,False,"Engemycin 1O%/LA"", Gist-Brochades,
Delft, Holland

",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
196,1,d9b35b67-fe88-48b7-ae2c-043fcaac0cd9,ADDS\mafifi,6/10/2019 2:03:42 AM,ADDS\mafifi,6/10/2019 2:18:57 AM,e2267090-8c38-4a4a-a385-7fdd92c9488f,3,667,1,Cephapirin,3_Cephapirin,,Cephapirin D. C,1,,,,,Blanket,Commercial,,500,Intra-mammary,False," Cephapirin D. C."", Vitamed Ltd., Bat-Yam,
Israel

",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
197,1,b7af7a57-6372-4aa0-b27c-947cef2ef884,ADDS\mafifi,6/10/2019 2:04:04 AM,ADDS\mafifi,6/10/2019 2:20:31 AM,e2267090-8c38-4a4a-a385-7fdd92c9488f,4,667,1,-ve control,4_-ve control,,,,,,,,,,,,,False,,Control,Not-used,Not-used,Not-reported,Not-reported,Not-reported
198,1,fbe99703-4826-4903-84b3-7d8047da8fd9,ADDS\mafifi,6/10/2019 2:32:07 AM,ADDS\mafifi,6/10/2019 2:52:03 AM,e9a71860-f2f1-45c0-ac89-d0583fd8e5e2,1,608,1,Framycetin+Penethamate hydroiodide+penicillin,1_Framycetin+Penethamate hydroiodide+penicillin,,BPF,1,,,,,Blanket,Commercial,,300100100,Intra-mammary,False,"benethamine benzylpenicillin (300,000 IU), penethamate  hydriodide (100,000 IU) and framycetin sulphate (100 mg)
BPF; Boehringer Ingelheim Vetmedica, Germany






",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
199,1,565328be-9c8d-4dad-8226-ad7d3f7c881f,ADDS\mafifi,6/10/2019 2:35:53 AM,ADDS\mafifi,6/10/2019 2:53:54 AM,e9a71860-f2f1-45c0-ac89-d0583fd8e5e2,2,608,1,Cefquinome,2_Cefquinome,,Intervet,1,,,,,Blanket,Commercial,,150,Intra-mammary,False,"150 mg; Intervet Deutschland, Germany

",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
200,1,52e58be9-6520-46bc-9992-f11a89f0022e,ADDS\mafifi,6/10/2019 2:36:32 AM,ADDS\mafifi,6/10/2019 2:54:34 AM,e9a71860-f2f1-45c0-ac89-d0583fd8e5e2,3,608,1,Cloxa,3_Cloxa,,,1,,,,,Blanket,Commercial,,1280,Intra-mammary,False," Pfizer Pharma, Germany
",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
201,1,d7215bb3-e41e-43cf-b209-c8934dbb1d01,ADDS\mafifi,6/10/2019 3:19:47 AM,ADDS\mafifi,9/10/2019 5:17:07 PM,015d74cb-fed9-4442-bf91-6643f6ccb556,1,584,1,Cloxa,1_Cloxa+TS,,Dry-Clox,1,,bismuth subnitrate,,Orbeseal,Blanket,Commercial,Commercial,500,Intra-mammary,True,"500 mg cloxacillin benzathine; Boehringer Ingelheim Vetmedica Inc., St Joseph, MO
+ Orbeseal, Zoetis, New York, NY
",Treatment,Not-used,Not-used,Yes,Not-reported,Yes
202,1,e5cc754c-62b8-4604-8f44-78d610ae2064,ADDS\mafifi,6/10/2019 3:22:29 AM,ADDS\mafifi,6/10/2019 3:31:56 AM,015d74cb-fed9-4442-bf91-6643f6ccb556,2,584,1,Ceftiofur,2_Ceftiofur+TS,,Spectramast DC,1,,bismuth subnitrate,,Orbeseal,Blanket,Commercial,Commercial,500,Intra-mammary,True,"Spectramast DC (500 mg ceftiofur hydrochloride; Zoetis, Florham Park, NJ) +  Orbeseal",Treatment,Not-used,Not-used,Yes,Not-reported,Yes
203,1,68d2d91c-f7e1-49f6-b8ef-60cc3c3546a8,ADDS\mafifi,6/26/2019 4:04:44 PM,ADDS\mafifi,6/26/2019 4:40:37 PM,cee4e206-2dfd-4f10-b431-49a4c759fc73,1,216,1,-ve control,1_-ve control,,,,,,,,,,,,,False,,Control,Not-used,Not-used,Not-reported,Not-reported,Not-reported
204,1,38c39a73-9c37-454c-9635-b19cb8366585,ADDS\mafifi,6/26/2019 4:04:51 PM,ADDS\mafifi,6/26/2019 4:40:47 PM,cee4e206-2dfd-4f10-b431-49a4c759fc73,2,216,1,Placebo,2_Placebo,,,,,,,,,,,,,False,,Control,Not-used,Not-used,Not-reported,Not-reported,Not-reported
205,1,2dd911e0-81fe-492a-b484-612c3f2da1f0,ADDS\mafifi,6/26/2019 4:08:50 PM,ADDS\mafifi,6/26/2019 4:40:52 PM,cee4e206-2dfd-4f10-b431-49a4c759fc73,3,216,1,Leocillin,3_Leocillin,Lab. culture,Benestermycin vet.,1,,,,,Selective,Commercial,,100,Intra-mammary,False,,Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
206,1,2b82c5e2-f555-427e-a3d3-2f824754b2b9,ADDS\mafifi,6/26/2019 4:11:23 PM,ADDS\mafifi,6/26/2019 5:00:47 PM,cee4e206-2dfd-4f10-b431-49a4c759fc73,4,216,1,Leocillin+dihydrostrept,4_Leocillin+dihydrostrept,Lab. culture,Leocillin vet. + Dihydrostreptomycin vet,4,2,,,,Selective,Commercial,,300,Intra-mammary,False,"penethamate hydroiodide BAN 300 mg equivalent to 300 000 IE benzylpenicillin, and DHS, as sulphate, 300 mg in sterile vegetable oil suspension.",Treatment,Not-used,Not-used,Not-reported,Not-reported,Not-reported
209,1,fdf267c3-ed35-4eb5-b7bc-c140658bd1a3,ADDS\mafifi,11/27/2019 10:21:17 PM,ADDS\mafifi,11/27/2019 11:15:28 PM,d0ab817a-8b10-45ed-866e-577fc64b0464,1,44,1,Pen+strept,1_Pen+strept,,Quartermaster,1,,,,,Blanket,Commercial,,,Intra-mammary,False," 1,000,000 units Procaine Penicillin G and 1
gram Dihydrostreptomycin sulfate (Quartermaster®, Pfizer Animal Health, New York, NY)",Not-used,Not-used,Control,Yes,Full,Yes
210,1,5e296492-2762-4937-8a8c-7c6686c174f6,ADDS\mafifi,11/27/2019 10:24:47 PM,ADDS\mafifi,11/27/2019 11:29:40 PM,d0ab817a-8b10-45ed-866e-577fc64b0464,2,44,1,Pen+strept,2_Pen+strept+TS,,Quartermaster,1,,,,,Blanket,Commercial,,,Intra-mammary,True,"  1,000,000 units Procaine Penicillin G and 1 gram Dihydrostreptomycin sulfate (Quartermaster®, Pfizer Animal Health, New York, NY)",Not-used,Not-used,Treatment,Yes,Full,Yes
211,1,16fdd9e4-8200-4f0b-a890-a715ee5b948d,ADDS\mafifi,11/27/2019 11:50:21 PM,ADDS\mafifi,11/28/2019 1:36:57 AM,97d9e542-b67b-4549-8f7e-5a8895cf0ce3,1,803,1,Framycetin+Penethamate hydroiodide+penicillin,1_Framycetin+Penethamate hydroiodide+penicillin,,Mamyzin S,1,,,,,Blanket,Commercial,,,Intra-mammary,False,"Penetamato yodhidrato	100 mg.
Benetamina penicilina	280 mg.
Framicetina sulfato	100 mg",Not-used,Not-used,Control,Not-reported,Not-reported,Not-reported
212,1,e25fff89-759f-4a24-9752-f727c05ded5a,ADDS\mafifi,11/27/2019 11:52:15 PM,ADDS\mafifi,11/28/2019 1:36:55 AM,97d9e542-b67b-4549-8f7e-5a8895cf0ce3,2,803,1,Framycetin+Penethamate hydroiodide+penicillin,2_Framycetin+Penethamate hydroiodide+penicillin+TS,,Mamyzin S,1,,,,Stronghold/DryFlex,Blanket,Commercial,,,Intra-mammary,True,"Penetamato yodhidrato	100 mg.
Benetamina penicilina	280 mg.
Framicetina sulfato	100 mg",Not-used,Not-used,Treatment,Not-reported,Not-reported,Not-reported
213,1,8c018fba-b263-4749-8aa1-4171c77189a1,ADDS\mafifi,6/11/2020 5:03:39 PM,ADDS\mafifi,6/11/2020 5:15:35 PM,b98294fd-58df-40f7-acdd-75caf3a85b8a,1,904,1,penicillin + fradiomycin,1_penicillin + fradiomycin,,,1,,,,,Blanket,,,,Intra-mammary,False,,Not-used,Not-used,Control,Not-reported,Not-reported,Not-reported
214,1,3f3589b6-442c-4ab1-a7fb-612f5e615a13,ADDS\mafifi,6/11/2020 5:11:03 PM,ADDS\mafifi,6/11/2020 5:36:12 PM,b98294fd-58df-40f7-acdd-75caf3a85b8a,2,904,1,penicillin + fradiomycin,2_penicillin + fradiomycin+TS,,,,,,,,,,,,,True,,Not-used,Not-used,Treatment,Not-reported,Not-reported,Not-reported
215,1,059891f7-5f07-47b8-ac88-56c3e2f9db19,ADDS\mafifi,6/11/2020 5:42:33 PM,ADDS\mafifi,6/11/2020 6:35:24 PM,860d75d2-04c6-4dad-945c-c51a1bfaed72,1,904,2,penicillin + fradiomycin,1_penicillin + fradiomycin,,,,,,,,,,,,,False,,Not-used,Not-used,Control,Not-reported,Not-reported,Not-reported
216,1,809cc813-b47c-4236-9640-8785db7dd0f9,ADDS\mafifi,6/11/2020 5:42:43 PM,ADDS\mafifi,6/11/2020 6:37:00 PM,860d75d2-04c6-4dad-945c-c51a1bfaed72,2,904,2,penicillin + fradiomycin,2_penicillin + fradiomycin+TS,,,,,,,,,,,,,True,,Not-used,Not-used,Treatment,Not-reported,Not-reported,Not-reported
217,1,0e29aa5f-dc52-4ca6-a3a2-dfdbe77e29eb,ADDS\mafifi,6/11/2020 6:44:55 PM,ADDS\mafifi,6/11/2020 6:58:15 PM,13035203-6624-451a-beba-4c775b67e853,1,904,3,penicillin + fradiomycin,1_penicillin + fradiomycin,,,,,,,,,,,,,False,,Not-used,Not-used,Control,Not-reported,Not-reported,Not-reported
218,1,d1069f5c-34cd-4287-a588-88eac01da560,ADDS\mafifi,6/11/2020 6:45:04 PM,ADDS\mafifi,6/11/2020 6:58:47 PM,13035203-6624-451a-beba-4c775b67e853,2,904,3,penicillin + fradiomycin,2_penicillin + fradiomycin+TS,,,,,,,,,,,,,True,,Not-used,Not-used,Treatment,Not-reported,Not-reported,Not-reported
219,1,073f64bb-b886-409a-b1da-f3b914ea77f3,ADDS\mafifi,6/11/2020 7:11:20 PM,ADDS\mafifi,6/13/2020 10:42:09 PM,b5bc6253-dcab-4a46-bb82-809a9053227a,2,627,1,Ab mixture,2_Ab mixture+TS,SCC,,1,,bismuth subnitrate,,,Selective,Experimental,Commercial,,Intra-mammary,True,"Dry cow products containing either cloxacillin, cefquinom, a combination of benzyl penicillin, dihydrostrepromycin and nafcillin or a combination of benethamin penicillin, penthamathydroiodid and framycetin were used.",Not-used,Not-used,Treatment,Not-reported,Not-reported,Not-reported
